season,season_id,sb_player_id,player_name,sb_opposition_id,opposition_team,sb_game_id,sb_competition_id,competition_text,venue,game_date,goals_for,goals_against,pl_goals,yellow_cards,red_cards
2021/22,154,128729,Jake Burton,1867,Northampton,tpg830464,4.0,League Two,A,2022-03-05,2,3,0,0,0
2021/22,154,18605,Peter Clarke,2737,Walsall,tpg830059,4.0,League Two,H,2021-08-07,1,0,0,0,0
2021/22,154,18605,Peter Clarke,1924,Oldham,tpg830627,60.0,EFL Cup,A,2021-08-10,2,2,0,0,0
2021/22,154,18605,Peter Clarke,2083,Port Vale,tpg830067,4.0,League Two,A,2021-08-14,0,0,0,0,0
2021/22,154,18605,Peter Clarke,2519,Swindon,tpg830082,4.0,League Two,A,2021-08-17,0,0,0,0,0
2021/22,154,18605,Peter Clarke,1824,Newport Co,tpg830095,4.0,League Two,H,2021-08-21,0,1,0,1,0
2021/22,154,18605,Peter Clarke,2263,Scunthorpe,tpg830104,4.0,League Two,A,2021-08-28,0,1,0,0,0
2021/22,154,18605,Peter Clarke,1190,Hartlepool,tpg830119,4.0,League Two,H,2021-09-04,1,0,0,1,0
2021/22,154,18605,Peter Clarke,2175,Rochdale,tpg830126,4.0,League Two,A,2021-09-11,0,1,0,0,0
2021/22,154,18605,Peter Clarke,7141,Leeds U21,tpg838131,70.0,Football League Trophy,H,2021-09-14,4,1,0,0,0
2021/22,154,18605,Peter Clarke,4880,Salford,tpg830143,4.0,League Two,H,2021-09-18,2,0,0,1,0
2021/22,154,18605,Peter Clarke,1048,Forest Green,tpg830146,4.0,League Two,A,2021-09-25,0,0,0,0,0
2021/22,154,18605,Peter Clarke,649,Crawley,tpg830167,4.0,League Two,H,2021-10-02,2,1,2,0,0
2021/22,154,18605,Peter Clarke,612,Colchester,tpg830178,4.0,League Two,H,2021-10-08,2,0,1,0,0
2021/22,154,18605,Peter Clarke,643,Carlisle,tpg830181,4.0,League Two,A,2021-10-16,1,0,0,0,0
2021/22,154,18605,Peter Clarke,1222,Harrogate,tpg830196,4.0,League Two,A,2021-10-19,2,2,0,0,0
2021/22,154,18605,Peter Clarke,1867,Northampton,tpg830214,4.0,League Two,H,2021-10-23,0,2,0,0,0
2021/22,154,18605,Peter Clarke,1723,Mansfield,tpg830222,4.0,League Two,A,2021-10-30,0,2,0,0,0
2021/22,154,18605,Peter Clarke,649,Crawley,tpg840348,58.0,FA Cup,A,2021-11-06,1,0,0,1,0
2021/22,154,18605,Peter Clarke,2496,Sutton Utd,tpg830238,4.0,League Two,H,2021-11-13,0,1,0,0,0
2021/22,154,18605,Peter Clarke,388,Bristol R,tpg830242,4.0,League Two,A,2021-11-20,2,2,0,0,0
2021/22,154,18605,Peter Clarke,234,Bradford,tpg830263,4.0,League Two,H,2021-11-23,2,1,0,0,0
2021/22,154,18605,Peter Clarke,1537,Leyton Orient,tpg840683,58.0,FA Cup,A,2021-12-04,0,4,0,0,0
2021/22,154,18605,Peter Clarke,1924,Oldham,tpg830285,4.0,League Two,A,2021-12-07,1,0,0,0,0
2021/22,154,18605,Peter Clarke,947,Exeter,tpg830291,4.0,League Two,A,2021-12-11,1,0,0,0,0
2021/22,154,18605,Peter Clarke,1537,Leyton Orient,tpg830311,4.0,League Two,H,2021-12-18,1,0,0,0,0
2021/22,154,18605,Peter Clarke,1222,Harrogate,tpg840979,70.0,Football League Trophy,H,2021-12-21,1,2,0,0,0
2021/22,154,18605,Peter Clarke,392,Barrow,tpg830323,4.0,League Two,H,2021-12-26,2,0,0,1,0
2021/22,154,18605,Peter Clarke,2263,Scunthorpe,tpg830359,4.0,League Two,H,2022-01-08,4,0,0,0,0
2021/22,154,18605,Peter Clarke,4880,Salford,tpg830343,4.0,League Two,A,2022-01-11,1,1,0,0,0
2021/22,154,18605,Peter Clarke,2175,Rochdale,tpg830371,4.0,League Two,H,2022-01-15,2,0,0,0,0
2021/22,154,18605,Peter Clarke,649,Crawley,tpg830373,4.0,League Two,A,2022-01-22,1,0,0,0,0
2021/22,154,18605,Peter Clarke,1048,Forest Green,tpg830395,4.0,League Two,H,2022-01-29,0,4,0,1,0
2021/22,154,18605,Peter Clarke,2499,Stevenage,tpg830275,4.0,League Two,H,2022-02-01,1,0,0,0,0
2021/22,154,18605,Peter Clarke,392,Barrow,tpg830396,4.0,League Two,A,2022-02-05,1,1,0,0,0
2021/22,154,18605,Peter Clarke,2519,Swindon,tpg830419,4.0,League Two,H,2022-02-08,3,0,0,0,0
2021/22,154,18605,Peter Clarke,2737,Walsall,tpg830431,4.0,League Two,A,2022-02-12,0,1,0,0,0
2021/22,154,18605,Peter Clarke,1190,Hartlepool,tpg830328,4.0,League Two,A,2022-02-15,0,1,0,0,0
2021/22,154,18605,Peter Clarke,2083,Port Vale,tpg830443,4.0,League Two,H,2022-02-19,1,1,0,0,0
2021/22,154,18605,Peter Clarke,1824,Newport Co,tpg830450,4.0,League Two,A,2022-02-26,2,4,0,0,0
2021/22,154,18605,Peter Clarke,1867,Northampton,tpg830464,4.0,League Two,A,2022-03-05,2,3,0,0,0
2021/22,154,18605,Peter Clarke,1723,Mansfield,tpg830478,4.0,League Two,H,2022-03-11,3,2,1,0,0
2021/22,154,18605,Peter Clarke,1222,Harrogate,tpg830490,4.0,League Two,H,2022-03-15,2,0,0,1,0
2021/22,154,18605,Peter Clarke,2496,Sutton Utd,tpg830503,4.0,League Two,A,2022-03-19,1,1,0,0,0
2021/22,154,18605,Peter Clarke,612,Colchester,tpg830506,4.0,League Two,A,2022-03-26,0,1,0,1,0
2021/22,154,18605,Peter Clarke,643,Carlisle,tpg830526,4.0,League Two,H,2022-04-02,2,2,0,1,0
2021/22,154,18605,Peter Clarke,388,Bristol R,tpg830539,4.0,League Two,H,2022-04-09,1,1,0,0,0
2021/22,154,18605,Peter Clarke,234,Bradford,tpg830541,4.0,League Two,A,2022-04-15,1,1,0,1,0
2021/22,154,18605,Peter Clarke,947,Exeter,tpg830563,4.0,League Two,H,2022-04-18,2,0,0,0,0
2021/22,154,18605,Peter Clarke,2499,Stevenage,tpg830574,4.0,League Two,A,2022-04-23,0,2,0,0,0
2021/22,154,18605,Peter Clarke,1924,Oldham,tpg830587,4.0,League Two,H,2022-04-30,2,0,0,0,0
2021/22,154,18605,Peter Clarke,1537,Leyton Orient,tpg830594,4.0,League Two,A,2022-05-07,1,0,0,0,0
2021/22,154,103555,Josh Dacres-Cogley,2737,Walsall,tpg830059,4.0,League Two,H,2021-08-07,1,0,0,0,0
2021/22,154,103555,Josh Dacres-Cogley,1924,Oldham,tpg830627,60.0,EFL Cup,A,2021-08-10,2,2,0,0,0
2021/22,154,103555,Josh Dacres-Cogley,2083,Port Vale,tpg830067,4.0,League Two,A,2021-08-14,0,0,0,0,0
2021/22,154,103555,Josh Dacres-Cogley,2519,Swindon,tpg830082,4.0,League Two,A,2021-08-17,0,0,0,0,0
2021/22,154,103555,Josh Dacres-Cogley,1824,Newport Co,tpg830095,4.0,League Two,H,2021-08-21,0,1,0,0,0
2021/22,154,103555,Josh Dacres-Cogley,2263,Scunthorpe,tpg830104,4.0,League Two,A,2021-08-28,0,1,0,0,0
2021/22,154,103555,Josh Dacres-Cogley,1190,Hartlepool,tpg830119,4.0,League Two,H,2021-09-04,1,0,0,0,0
2021/22,154,103555,Josh Dacres-Cogley,2175,Rochdale,tpg830126,4.0,League Two,A,2021-09-11,0,1,0,0,0
2021/22,154,103555,Josh Dacres-Cogley,4880,Salford,tpg830143,4.0,League Two,H,2021-09-18,2,0,0,0,0
2021/22,154,103555,Josh Dacres-Cogley,1048,Forest Green,tpg830146,4.0,League Two,A,2021-09-25,0,0,0,0,0
2021/22,154,103555,Josh Dacres-Cogley,649,Crawley,tpg830167,4.0,League Two,H,2021-10-02,2,1,0,1,0
2021/22,154,103555,Josh Dacres-Cogley,612,Colchester,tpg830178,4.0,League Two,H,2021-10-08,2,0,0,0,0
2021/22,154,103555,Josh Dacres-Cogley,643,Carlisle,tpg830181,4.0,League Two,A,2021-10-16,1,0,0,0,0
2021/22,154,103555,Josh Dacres-Cogley,1222,Harrogate,tpg830196,4.0,League Two,A,2021-10-19,2,2,0,1,0
2021/22,154,103555,Josh Dacres-Cogley,1867,Northampton,tpg830214,4.0,League Two,H,2021-10-23,0,2,0,0,0
2021/22,154,103555,Josh Dacres-Cogley,1723,Mansfield,tpg830222,4.0,League Two,A,2021-10-30,0,2,0,0,0
2021/22,154,103555,Josh Dacres-Cogley,649,Crawley,tpg840348,58.0,FA Cup,A,2021-11-06,1,0,0,0,0
2021/22,154,103555,Josh Dacres-Cogley,2496,Sutton Utd,tpg830238,4.0,League Two,H,2021-11-13,0,1,0,0,0
2021/22,154,103555,Josh Dacres-Cogley,388,Bristol R,tpg830242,4.0,League Two,A,2021-11-20,2,2,0,0,0
2021/22,154,103555,Josh Dacres-Cogley,234,Bradford,tpg830263,4.0,League Two,H,2021-11-23,2,1,0,0,0
2021/22,154,103555,Josh Dacres-Cogley,1537,Leyton Orient,tpg840683,58.0,FA Cup,A,2021-12-04,0,4,0,1,0
2021/22,154,103555,Josh Dacres-Cogley,1924,Oldham,tpg830285,4.0,League Two,A,2021-12-07,1,0,0,0,0
2021/22,154,103555,Josh Dacres-Cogley,947,Exeter,tpg830291,4.0,League Two,A,2021-12-11,1,0,0,0,0
2021/22,154,103555,Josh Dacres-Cogley,1537,Leyton Orient,tpg830311,4.0,League Two,H,2021-12-18,1,0,0,0,0
2021/22,154,103555,Josh Dacres-Cogley,2263,Scunthorpe,tpg830359,4.0,League Two,H,2022-01-08,4,0,0,0,0
2021/22,154,103555,Josh Dacres-Cogley,4880,Salford,tpg830343,4.0,League Two,A,2022-01-11,1,1,0,0,0
2021/22,154,103555,Josh Dacres-Cogley,2175,Rochdale,tpg830371,4.0,League Two,H,2022-01-15,2,0,0,0,0
2021/22,154,103555,Josh Dacres-Cogley,649,Crawley,tpg830373,4.0,League Two,A,2022-01-22,1,0,0,0,0
2021/22,154,103555,Josh Dacres-Cogley,1048,Forest Green,tpg830395,4.0,League Two,H,2022-01-29,0,4,0,0,0
2021/22,154,103555,Josh Dacres-Cogley,2499,Stevenage,tpg830275,4.0,League Two,H,2022-02-01,1,0,0,0,0
2021/22,154,103555,Josh Dacres-Cogley,392,Barrow,tpg830396,4.0,League Two,A,2022-02-05,1,1,0,1,0
2021/22,154,103555,Josh Dacres-Cogley,2519,Swindon,tpg830419,4.0,League Two,H,2022-02-08,3,0,0,0,0
2021/22,154,103555,Josh Dacres-Cogley,2737,Walsall,tpg830431,4.0,League Two,A,2022-02-12,0,1,0,0,0
2021/22,154,103555,Josh Dacres-Cogley,1190,Hartlepool,tpg830328,4.0,League Two,A,2022-02-15,0,1,0,0,0
2021/22,154,103555,Josh Dacres-Cogley,2083,Port Vale,tpg830443,4.0,League Two,H,2022-02-19,1,1,0,0,0
2021/22,154,103555,Josh Dacres-Cogley,1824,Newport Co,tpg830450,4.0,League Two,A,2022-02-26,2,4,1,0,0
2021/22,154,103555,Josh Dacres-Cogley,1867,Northampton,tpg830464,4.0,League Two,A,2022-03-05,2,3,0,0,0
2021/22,154,103555,Josh Dacres-Cogley,1723,Mansfield,tpg830478,4.0,League Two,H,2022-03-11,3,2,0,0,0
2021/22,154,103555,Josh Dacres-Cogley,1222,Harrogate,tpg830490,4.0,League Two,H,2022-03-15,2,0,0,0,0
2021/22,154,103555,Josh Dacres-Cogley,2496,Sutton Utd,tpg830503,4.0,League Two,A,2022-03-19,1,1,0,0,0
2021/22,154,103555,Josh Dacres-Cogley,612,Colchester,tpg830506,4.0,League Two,A,2022-03-26,0,1,0,0,0
2021/22,154,103555,Josh Dacres-Cogley,643,Carlisle,tpg830526,4.0,League Two,H,2022-04-02,2,2,0,1,0
2021/22,154,103555,Josh Dacres-Cogley,388,Bristol R,tpg830539,4.0,League Two,H,2022-04-09,1,1,0,0,0
2021/22,154,103555,Josh Dacres-Cogley,234,Bradford,tpg830541,4.0,League Two,A,2022-04-15,1,1,0,0,0
2021/22,154,103555,Josh Dacres-Cogley,947,Exeter,tpg830563,4.0,League Two,H,2022-04-18,2,0,0,0,0
2021/22,154,103555,Josh Dacres-Cogley,2499,Stevenage,tpg830574,4.0,League Two,A,2022-04-23,0,2,0,0,0
2021/22,154,103555,Josh Dacres-Cogley,1924,Oldham,tpg830587,4.0,League Two,H,2022-04-30,2,0,0,0,0
2021/22,154,103555,Josh Dacres-Cogley,1537,Leyton Orient,tpg830594,4.0,League Two,A,2022-05-07,1,0,0,0,0
2021/22,154,76807,Tom Davies,2737,Walsall,tpg830059,4.0,League Two,H,2021-08-07,1,0,0,1,0
2021/22,154,76807,Tom Davies,1924,Oldham,tpg830627,60.0,EFL Cup,A,2021-08-10,2,2,0,0,0
2021/22,154,76807,Tom Davies,2083,Port Vale,tpg830067,4.0,League Two,A,2021-08-14,0,0,0,0,0
2021/22,154,76807,Tom Davies,2519,Swindon,tpg830082,4.0,League Two,A,2021-08-17,0,0,0,1,0
2021/22,154,76807,Tom Davies,1824,Newport Co,tpg830095,4.0,League Two,H,2021-08-21,0,1,0,0,0
2021/22,154,76807,Tom Davies,1190,Hartlepool,tpg830119,4.0,League Two,H,2021-09-04,1,0,1,0,0
2021/22,154,76807,Tom Davies,2175,Rochdale,tpg830126,4.0,League Two,A,2021-09-11,0,1,0,1,0
2021/22,154,76807,Tom Davies,4880,Salford,tpg830143,4.0,League Two,H,2021-09-18,2,0,0,0,0
2021/22,154,76807,Tom Davies,1048,Forest Green,tpg830146,4.0,League Two,A,2021-09-25,0,0,0,0,0
2021/22,154,76807,Tom Davies,649,Crawley,tpg830167,4.0,League Two,H,2021-10-02,2,1,0,0,0
2021/22,154,76807,Tom Davies,4880,Salford,tpg838157,70.0,Football League Trophy,A,2021-10-05,2,0,0,0,0
2021/22,154,76807,Tom Davies,612,Colchester,tpg830178,4.0,League Two,H,2021-10-08,2,0,0,0,0
2021/22,154,76807,Tom Davies,643,Carlisle,tpg830181,4.0,League Two,A,2021-10-16,1,0,0,0,0
2021/22,154,76807,Tom Davies,1222,Harrogate,tpg830196,4.0,League Two,A,2021-10-19,2,2,0,0,0
2021/22,154,76807,Tom Davies,1867,Northampton,tpg830214,4.0,League Two,H,2021-10-23,0,2,0,0,0
2021/22,154,76807,Tom Davies,1723,Mansfield,tpg830222,4.0,League Two,A,2021-10-30,0,2,0,0,0
2021/22,154,76807,Tom Davies,649,Crawley,tpg840348,58.0,FA Cup,A,2021-11-06,1,0,0,0,0
2021/22,154,76807,Tom Davies,1924,Oldham,tpg838186,70.0,Football League Trophy,H,2021-11-09,3,2,0,0,0
2021/22,154,76807,Tom Davies,388,Bristol R,tpg830242,4.0,League Two,A,2021-11-20,2,2,0,1,0
2021/22,154,76807,Tom Davies,1924,Oldham,tpg830285,4.0,League Two,A,2021-12-07,1,0,0,0,0
2021/22,154,76807,Tom Davies,947,Exeter,tpg830291,4.0,League Two,A,2021-12-11,1,0,0,0,0
2021/22,154,76807,Tom Davies,1537,Leyton Orient,tpg830311,4.0,League Two,H,2021-12-18,1,0,0,1,0
2021/22,154,76807,Tom Davies,1222,Harrogate,tpg840979,70.0,Football League Trophy,H,2021-12-21,1,2,0,0,0
2021/22,154,76807,Tom Davies,392,Barrow,tpg830323,4.0,League Two,H,2021-12-26,2,0,0,0,0
2021/22,154,76807,Tom Davies,2263,Scunthorpe,tpg830359,4.0,League Two,H,2022-01-08,4,0,0,0,0
2021/22,154,76807,Tom Davies,4880,Salford,tpg830343,4.0,League Two,A,2022-01-11,1,1,0,1,0
2021/22,154,76807,Tom Davies,2175,Rochdale,tpg830371,4.0,League Two,H,2022-01-15,2,0,0,0,0
2021/22,154,76807,Tom Davies,2519,Swindon,tpg830419,4.0,League Two,H,2022-02-08,3,0,0,1,0
2021/22,154,76807,Tom Davies,2737,Walsall,tpg830431,4.0,League Two,A,2022-02-12,0,1,0,0,0
2021/22,154,76807,Tom Davies,1190,Hartlepool,tpg830328,4.0,League Two,A,2022-02-15,0,1,0,0,0
2021/22,154,76807,Tom Davies,2083,Port Vale,tpg830443,4.0,League Two,H,2022-02-19,1,1,0,0,0
2021/22,154,76807,Tom Davies,1824,Newport Co,tpg830450,4.0,League Two,A,2022-02-26,2,4,0,0,0
2021/22,154,76807,Tom Davies,1723,Mansfield,tpg830478,4.0,League Two,H,2022-03-11,3,2,0,0,0
2021/22,154,76807,Tom Davies,1222,Harrogate,tpg830490,4.0,League Two,H,2022-03-15,2,0,0,0,0
2021/22,154,76807,Tom Davies,2496,Sutton Utd,tpg830503,4.0,League Two,A,2022-03-19,1,1,0,0,0
2021/22,154,76807,Tom Davies,612,Colchester,tpg830506,4.0,League Two,A,2022-03-26,0,1,0,1,0
2021/22,154,76807,Tom Davies,643,Carlisle,tpg830526,4.0,League Two,H,2022-04-02,2,2,0,1,0
2021/22,154,76807,Tom Davies,234,Bradford,tpg830541,4.0,League Two,A,2022-04-15,1,1,0,0,0
2021/22,154,76807,Tom Davies,947,Exeter,tpg830563,4.0,League Two,H,2022-04-18,2,0,0,1,0
2021/22,154,76807,Tom Davies,1924,Oldham,tpg830587,4.0,League Two,H,2022-04-30,2,0,0,0,0
2021/22,154,76807,Tom Davies,1537,Leyton Orient,tpg830594,4.0,League Two,A,2022-05-07,1,0,0,1,0
2021/22,154,72487,Emmanuel Dieseruvwe,2737,Walsall,tpg830059,4.0,League Two,H,2021-08-07,1,0,0,0,0
2021/22,154,72487,Emmanuel Dieseruvwe,1924,Oldham,tpg830627,60.0,EFL Cup,A,2021-08-10,2,2,0,0,0
2021/22,154,72487,Emmanuel Dieseruvwe,2083,Port Vale,tpg830067,4.0,League Two,A,2021-08-14,0,0,0,1,0
2021/22,154,72487,Emmanuel Dieseruvwe,2519,Swindon,tpg830082,4.0,League Two,A,2021-08-17,0,0,0,0,0
2021/22,154,72487,Emmanuel Dieseruvwe,1824,Newport Co,tpg830095,4.0,League Two,H,2021-08-21,0,1,0,1,0
2021/22,154,72487,Emmanuel Dieseruvwe,2263,Scunthorpe,tpg830104,4.0,League Two,A,2021-08-28,0,1,0,0,0
2021/22,154,72487,Emmanuel Dieseruvwe,7141,Leeds U21,tpg838131,70.0,Football League Trophy,H,2021-09-14,4,1,0,0,0
2021/22,154,72487,Emmanuel Dieseruvwe,4880,Salford,tpg838157,70.0,Football League Trophy,A,2021-10-05,2,0,0,1,0
2021/22,154,72487,Emmanuel Dieseruvwe,1723,Mansfield,tpg830222,4.0,League Two,A,2021-10-30,0,2,0,0,0
2021/22,154,72487,Emmanuel Dieseruvwe,649,Crawley,tpg840348,58.0,FA Cup,A,2021-11-06,1,0,0,1,0
2021/22,154,72487,Emmanuel Dieseruvwe,1924,Oldham,tpg838186,70.0,Football League Trophy,H,2021-11-09,3,2,0,0,0
2021/22,154,72487,Emmanuel Dieseruvwe,1537,Leyton Orient,tpg840683,58.0,FA Cup,A,2021-12-04,0,4,0,0,0
2021/22,154,89329,Ross Doohan,1924,Oldham,tpg830627,60.0,EFL Cup,A,2021-08-10,2,2,0,0,0
2021/22,154,89329,Ross Doohan,2175,Rochdale,tpg830126,4.0,League Two,A,2021-09-11,0,1,0,0,0
2021/22,154,89329,Ross Doohan,7141,Leeds U21,tpg838131,70.0,Football League Trophy,H,2021-09-14,4,1,0,0,0
2021/22,154,89329,Ross Doohan,4880,Salford,tpg830143,4.0,League Two,H,2021-09-18,2,0,0,0,0
2021/22,154,89329,Ross Doohan,1048,Forest Green,tpg830146,4.0,League Two,A,2021-09-25,0,0,0,0,0
2021/22,154,89329,Ross Doohan,649,Crawley,tpg830167,4.0,League Two,H,2021-10-02,2,1,0,0,0
2021/22,154,89329,Ross Doohan,612,Colchester,tpg830178,4.0,League Two,H,2021-10-08,2,0,0,0,0
2021/22,154,89329,Ross Doohan,643,Carlisle,tpg830181,4.0,League Two,A,2021-10-16,1,0,0,0,0
2021/22,154,89329,Ross Doohan,1222,Harrogate,tpg830196,4.0,League Two,A,2021-10-19,2,2,0,0,0
2021/22,154,89329,Ross Doohan,1867,Northampton,tpg830214,4.0,League Two,H,2021-10-23,0,2,0,0,0
2021/22,154,89329,Ross Doohan,1723,Mansfield,tpg830222,4.0,League Two,A,2021-10-30,0,2,0,0,0
2021/22,154,89329,Ross Doohan,649,Crawley,tpg840348,58.0,FA Cup,A,2021-11-06,1,0,0,0,0
2021/22,154,89329,Ross Doohan,2496,Sutton Utd,tpg830238,4.0,League Two,H,2021-11-13,0,1,0,0,0
2021/22,154,89329,Ross Doohan,388,Bristol R,tpg830242,4.0,League Two,A,2021-11-20,2,2,0,0,0
2021/22,154,89329,Ross Doohan,234,Bradford,tpg830263,4.0,League Two,H,2021-11-23,2,1,0,0,0
2021/22,154,89329,Ross Doohan,1537,Leyton Orient,tpg840683,58.0,FA Cup,A,2021-12-04,0,4,0,0,0
2021/22,154,89329,Ross Doohan,1924,Oldham,tpg830285,4.0,League Two,A,2021-12-07,1,0,0,0,0
2021/22,154,89329,Ross Doohan,947,Exeter,tpg830291,4.0,League Two,A,2021-12-11,1,0,0,0,0
2021/22,154,89329,Ross Doohan,1537,Leyton Orient,tpg830311,4.0,League Two,H,2021-12-18,1,0,0,0,0
2021/22,154,89329,Ross Doohan,392,Barrow,tpg830323,4.0,League Two,H,2021-12-26,2,0,0,0,0
2021/22,154,89329,Ross Doohan,2263,Scunthorpe,tpg830359,4.0,League Two,H,2022-01-08,4,0,0,0,0
2021/22,154,89329,Ross Doohan,4880,Salford,tpg830343,4.0,League Two,A,2022-01-11,1,1,0,0,0
2021/22,154,89329,Ross Doohan,2175,Rochdale,tpg830371,4.0,League Two,H,2022-01-15,2,0,0,1,0
2021/22,154,89329,Ross Doohan,649,Crawley,tpg830373,4.0,League Two,A,2022-01-22,1,0,0,0,0
2021/22,154,89329,Ross Doohan,1048,Forest Green,tpg830395,4.0,League Two,H,2022-01-29,0,4,0,0,0
2021/22,154,89329,Ross Doohan,2499,Stevenage,tpg830275,4.0,League Two,H,2022-02-01,1,0,0,0,0
2021/22,154,89329,Ross Doohan,392,Barrow,tpg830396,4.0,League Two,A,2022-02-05,1,1,0,0,0
2021/22,154,89329,Ross Doohan,2519,Swindon,tpg830419,4.0,League Two,H,2022-02-08,3,0,0,0,0
2021/22,154,89329,Ross Doohan,2737,Walsall,tpg830431,4.0,League Two,A,2022-02-12,0,1,0,0,0
2021/22,154,89329,Ross Doohan,1190,Hartlepool,tpg830328,4.0,League Two,A,2022-02-15,0,1,0,0,0
2021/22,154,89329,Ross Doohan,2083,Port Vale,tpg830443,4.0,League Two,H,2022-02-19,1,1,0,0,0
2021/22,154,89329,Ross Doohan,1824,Newport Co,tpg830450,4.0,League Two,A,2022-02-26,2,4,0,0,0
2021/22,154,89329,Ross Doohan,1867,Northampton,tpg830464,4.0,League Two,A,2022-03-05,2,3,0,0,0
2021/22,154,89329,Ross Doohan,2499,Stevenage,tpg830574,4.0,League Two,A,2022-04-23,0,2,0,0,0
2021/22,154,40110,Mark Duffy,1190,Hartlepool,tpg830119,4.0,League Two,H,2021-09-04,1,0,0,0,0
2021/22,154,40110,Mark Duffy,7141,Leeds U21,tpg838131,70.0,Football League Trophy,H,2021-09-14,4,1,0,0,0
2021/22,154,40110,Mark Duffy,4880,Salford,tpg838157,70.0,Football League Trophy,A,2021-10-05,2,0,0,0,0
2021/22,154,40110,Mark Duffy,1867,Northampton,tpg830214,4.0,League Two,H,2021-10-23,0,2,0,0,0
2021/22,154,40110,Mark Duffy,1723,Mansfield,tpg830222,4.0,League Two,A,2021-10-30,0,2,0,0,0
2021/22,154,40110,Mark Duffy,1924,Oldham,tpg838186,70.0,Football League Trophy,H,2021-11-09,3,2,0,0,0
2021/22,154,40110,Mark Duffy,1222,Harrogate,tpg840979,70.0,Football League Trophy,H,2021-12-21,1,2,0,0,0
2021/22,154,46973,Liam Feeney,2737,Walsall,tpg830059,4.0,League Two,H,2021-08-07,1,0,0,0,0
2021/22,154,46973,Liam Feeney,1924,Oldham,tpg830627,60.0,EFL Cup,A,2021-08-10,2,2,0,0,0
2021/22,154,46973,Liam Feeney,2083,Port Vale,tpg830067,4.0,League Two,A,2021-08-14,0,0,0,0,0
2021/22,154,46973,Liam Feeney,2519,Swindon,tpg830082,4.0,League Two,A,2021-08-17,0,0,0,0,0
2021/22,154,46973,Liam Feeney,1824,Newport Co,tpg830095,4.0,League Two,H,2021-08-21,0,1,0,0,0
2021/22,154,46973,Liam Feeney,2263,Scunthorpe,tpg830104,4.0,League Two,A,2021-08-28,0,1,0,0,0
2021/22,154,46973,Liam Feeney,2175,Rochdale,tpg830126,4.0,League Two,A,2021-09-11,0,1,0,0,0
2021/22,154,46973,Liam Feeney,4880,Salford,tpg830143,4.0,League Two,H,2021-09-18,2,0,0,0,0
2021/22,154,46973,Liam Feeney,1048,Forest Green,tpg830146,4.0,League Two,A,2021-09-25,0,0,0,0,0
2021/22,154,46973,Liam Feeney,649,Crawley,tpg830167,4.0,League Two,H,2021-10-02,2,1,0,0,0
2021/22,154,46973,Liam Feeney,4880,Salford,tpg838157,70.0,Football League Trophy,A,2021-10-05,2,0,0,0,0
2021/22,154,46973,Liam Feeney,612,Colchester,tpg830178,4.0,League Two,H,2021-10-08,2,0,0,0,0
2021/22,154,46973,Liam Feeney,643,Carlisle,tpg830181,4.0,League Two,A,2021-10-16,1,0,0,0,0
2021/22,154,46973,Liam Feeney,1222,Harrogate,tpg830196,4.0,League Two,A,2021-10-19,2,2,0,0,0
2021/22,154,46973,Liam Feeney,1867,Northampton,tpg830214,4.0,League Two,H,2021-10-23,0,2,0,0,0
2021/22,154,46973,Liam Feeney,1723,Mansfield,tpg830222,4.0,League Two,A,2021-10-30,0,2,0,0,0
2021/22,154,46973,Liam Feeney,649,Crawley,tpg840348,58.0,FA Cup,A,2021-11-06,1,0,0,0,0
2021/22,154,46973,Liam Feeney,2496,Sutton Utd,tpg830238,4.0,League Two,H,2021-11-13,0,1,0,0,0
2021/22,154,46973,Liam Feeney,1924,Oldham,tpg830285,4.0,League Two,A,2021-12-07,1,0,0,0,0
2021/22,154,46973,Liam Feeney,1222,Harrogate,tpg840979,70.0,Football League Trophy,H,2021-12-21,1,2,0,0,0
2021/22,154,46973,Liam Feeney,392,Barrow,tpg830323,4.0,League Two,H,2021-12-26,2,0,0,0,0
2021/22,154,46973,Liam Feeney,2263,Scunthorpe,tpg830359,4.0,League Two,H,2022-01-08,4,0,0,0,0
2021/22,154,46973,Liam Feeney,4880,Salford,tpg830343,4.0,League Two,A,2022-01-11,1,1,0,0,0
2021/22,154,44029,Sam Foley,2737,Walsall,tpg830059,4.0,League Two,H,2021-08-07,1,0,0,0,0
2021/22,154,44029,Sam Foley,1924,Oldham,tpg830627,60.0,EFL Cup,A,2021-08-10,2,2,1,1,0
2021/22,154,44029,Sam Foley,2083,Port Vale,tpg830067,4.0,League Two,A,2021-08-14,0,0,0,0,0
2021/22,154,44029,Sam Foley,2519,Swindon,tpg830082,4.0,League Two,A,2021-08-17,0,0,0,0,0
2021/22,154,44029,Sam Foley,1824,Newport Co,tpg830095,4.0,League Two,H,2021-08-21,0,1,0,0,0
2021/22,154,44029,Sam Foley,2175,Rochdale,tpg830126,4.0,League Two,A,2021-09-11,0,1,0,0,0
2021/22,154,44029,Sam Foley,7141,Leeds U21,tpg838131,70.0,Football League Trophy,H,2021-09-14,4,1,2,1,0
2021/22,154,44029,Sam Foley,4880,Salford,tpg830143,4.0,League Two,H,2021-09-18,2,0,0,0,0
2021/22,154,44029,Sam Foley,1048,Forest Green,tpg830146,4.0,League Two,A,2021-09-25,0,0,0,1,0
2021/22,154,44029,Sam Foley,649,Crawley,tpg830167,4.0,League Two,H,2021-10-02,2,1,0,0,0
